wavelength_nm,absorbance
892.434,
896.159,
899.88,
903.597,
907.31,
911.02,
914.726,
918.429,
922.127,
925.822,
929.514,
933.202,
936.886,
940.567,
944.244,
947.918,
951.588,
955.255,
958.918,
962.578,
966.234,
969.887,
973.537,
977.183,
980.825,
984.464,
988.1,
991.732,
995.361,
998.987,
1002.609,
1006.228,
1009.843,
1013.455,
1017.063,
1020.669,
1024.27,
1027.869,
1031.464,
1035.055,
1038.644,
1042.228,
1045.81,
1049.388,
1052.962,
1056.534,
1060.102,
1063.666,
1067.227,
1070.784,
1074.338,
1077.889,
1081.436,
1084.98,
1088.52,
1092.057,
1095.59,
1099.12,
1102.646,
1106.169,
1109.688,
1113.204,
1116.716,
1120.224,
1123.729,
1127.231,
1130.728,
1134.222,
1137.713,
1141.2,
1144.683,
1148.162,
1151.638,
1155.11,
1158.578,
1162.043,
1165.503,
1168.96,
1172.413,
1175.863,
1179.308,
1182.75,
1186.188,
1189.622,
1193.052,
1196.478,
1199.9,
1203.318,
1206.732,
1210.142,
1213.548,
1216.95,
1220.348,
1223.742,
1227.132,
1230.517,
1233.899,
1237.276,
1240.65,
1244.018,
1247.383,
1250.744,
1254.1,
1257.452,
1260.799,
1264.143,
1267.482,
1270.816,
1274.146,
1277.472,
1280.794,
1284.11,
1287.423,
1290.731,
1294.034,
1297.333,
1300.627,
1303.917,
1307.202,
1310.483,
1313.759,
1317.03,
1320.296,
1323.558,
1326.815,
1330.068,
1333.315,
1336.558,
1339.796,
1343.029,
1346.258,
1349.481,
1352.7,
1355.914,
1359.123,
1362.327,
1365.526,
1368.72,
1371.909,
1375.093,
1378.273,
1381.447,
1384.616,
1387.78,
1390.939,
1394.093,
1397.242,
1400.385,
1403.524,
1406.657,
1409.786,
1412.909,
1416.027,
1419.139,
1422.247,
1425.349,
1428.447,
1431.538,
1434.625,
1437.707,
1440.783,
1443.854,
1446.919,
1449.98,
1453.035,
1456.084,
1459.129,
1462.168,
1465.202,
1468.23,
1471.253,
1474.271,
1477.284,
1480.291,
1483.293,
1486.289,
1489.281,
1492.266,
1495.247,
1498.222,
1501.192,
1504.156,
1507.116,
1510.07,
1513.018,
1515.961,
1518.899,
1521.832,
1524.759,
1527.681,
1530.598,
1533.509,
1536.415,
1539.316,
1542.212,
1545.102,
1547.987,
1550.867,
1553.742,
1556.611,
1559.476,
1562.335,
1565.189,
1568.038,
1570.882,
1573.721,
1576.555,
1579.383,
1582.207,
1585.026,
1587.839,
1590.648,
1593.452,
1596.251,
1599.045,
1601.834,
1604.618,
1607.398,
1610.173,
1612.943,
1615.708,
1618.469,
1621.225,
1623.977,
1626.724,
1629.466,
1632.204,
1634.938,
1637.667,
1640.392,
1643.112,
1645.828,
1648.54,
1651.248,
1653.952,
1656.651,
1659.347,
1662.038,
1664.726,
1667.409,
1670.089,
1672.765,
1675.437,
1678.106,
1680.771,
1683.432,
1686.09,
1688.745,
1691.396,
1694.043,
1696.688,
1699.329,
1701.967,
1704.603,
1707.235,
1709.864,
